ensembl_id,symbol
ENSG00000178343,SHISA3
ENSG00000225493,LINC01107
ENSG00000178235,SLITRK1
ENSG00000148948,LRRC4C
ENSG00000184033,CTAG1B
ENSG00000105357,MYH14
ENSG00000112299,VNN1
ENSG00000261040,WFDC21P
ENSG00000231422,LINC01516
ENSG00000124249,KCNK15
ENSG00000079841,RIMS1
ENSG00000204613,TRIM10
ENSG00000258628,RHPN2P1
ENSG00000268916,CSAG3
ENSG00000113296,THBS4
ENSG00000151962,RBM46
ENSG00000153253,SCN3A
ENSG00000230316,FEZF1-AS1
ENSG00000124343,XG
ENSG00000235955,CICP20
ENSG00000164122,ASB5
ENSG00000166961,MS4A15
ENSG00000109906,ZBTB16
ENSG00000101327,PDYN
ENSG00000146166,LGSN
ENSG00000189127,ANKRD34B
ENSG00000139865,TTC6
ENSG00000184408,KCND2
ENSG00000275395,FCGBP
ENSG00000246740,PLA2G4E-AS1
ENSG00000229089,ANKRD20A8P
ENSG00000253967,LINC03020
ENSG00000196946,ZNF705A
ENSG00000134323,MYCN
ENSG00000100678,SLC8A3
ENSG00000182132,KCNIP1
ENSG00000165553,NGB
ENSG00000135824,RGS8
ENSG00000122787,AKR1D1
ENSG00000280890,ELDR
ENSG00000188176,SMTNL2
ENSG00000110675,ELMOD1
ENSG00000151640,DPYSL4
ENSG00000166405,RIC3
ENSG00000122121,XPNPEP2
ENSG00000187017,ESPN
ENSG00000180777,ANKRD30B
ENSG00000148677,ANKRD1
ENSG00000129194,SOX15
ENSG00000140538,NTRK3
ENSG00000253831,ETV3L
ENSG00000107105,ELAVL2
ENSG00000204335,SP5
ENSG00000211695,TRGV9
ENSG00000127377,CRYGN
ENSG00000203685,STUM
ENSG00000127585,FBXL16
ENSG00000253606,AFG3L2P1
ENSG00000161992,PRR35
ENSG00000226321,CROCC2
ENSG00000226241,LOC100128601
ENSG00000140465,CYP1A1
ENSG00000211973,IGHV1-69
ENSG00000165966,PDZRN4
ENSG00000139144,PIK3C2G
ENSG00000185860,CCDC190
ENSG00000184368,MAP7D2
ENSG00000144278,GALNT13
ENSG00000254781,GVINP2
ENSG00000101323,HAO1
ENSG00000188039,NWD1
ENSG00000160505,NLRP4
ENSG00000183242,WT1-AS
ENSG00000226627,SHANK2-AS1
ENSG00000225929,LOC105373100
ENSG00000198756,COLGALT2
ENSG00000108830,RND2
ENSG00000170482,SLC23A1
ENSG00000278505,C17orf78
ENSG00000149635,OCSTAMP
ENSG00000111713,GYS2
ENSG00000125869,LAMP5
ENSG00000160963,COL26A1
ENSG00000253608,LOC101929268
ENSG00000144460,NYAP2
ENSG00000180638,SLC47A2
ENSG00000152591,DSPP
ENSG00000161905,ALOX15
ENSG00000265142,MIR133A1HG
ENSG00000135773,CAPN9
ENSG00000136267,DGKB
ENSG00000226145,KRT16P6
ENSG00000069764,PLA2G10
ENSG00000214249,CTAGE11P
ENSG00000189431,RASSF10
ENSG00000184226,PCDH9
ENSG00000169435,RASSF6
ENSG00000118514,ALDH8A1
ENSG00000165731,RET
ENSG00000163359,COL6A3
ENSG00000237517,CELSR1P1
ENSG00000143502,SUSD4
ENSG00000165105,RASEF
ENSG00000260943,LINC02555
ENSG00000279078,SND1-IT1
ENSG00000126266,FFAR1
ENSG00000144119,C1QL2
ENSG00000160716,CHRNB2
ENSG00000258586,LINC02274
ENSG00000205426,KRT81
ENSG00000228002,DHX9P1
ENSG00000089116,LHX5
ENSG00000233746,LINC00656
ENSG00000251226,LINC02714
ENSG00000205212,CCDC144NL
ENSG00000235812,ADAM21P1
ENSG00000138308,PLA2G12B
ENSG00000245719,SKOR1-AS1
ENSG00000153707,PTPRD
ENSG00000239435,KCNMB3P1
ENSG00000189051,RNF222
ENSG00000268257,AIRN
ENSG00000143452,HORMAD1
ENSG00000060140,STYK1
ENSG00000135902,CHRND
ENSG00000248713,C4orf54
ENSG00000025423,HSD17B6
ENSG00000232684,ATP11A-AS1
ENSG00000205795,CYS1
ENSG00000243264,IGKV2D-29
ENSG00000233115,FAM90A11
ENSG00000205056,LINC02397
ENSG00000224074,LINC00691
ENSG00000144290,SLC4A10
ENSG00000237222,LINC01968
ENSG00000259175,ARNT2-AS3
ENSG00000188133,TMEM215
ENSG00000174343,CHRNA9
ENSG00000106772,PRUNE2
ENSG00000124440,HIF3A
ENSG00000254843,XIAPP2
ENSG00000125740,FOSB
ENSG00000171798,KNDC1
ENSG00000181790,ADGRB1
ENSG00000281692,PACRG-AS1
ENSG00000158125,XDH
ENSG00000197888,UGT2B17
ENSG00000212128,TAS2R13
ENSG00000158008,EXTL1
ENSG00000175093,SPSB4
ENSG00000170423,KRT78
ENSG00000224490,TTC21B-AS1
ENSG00000251576,LINC01267
ENSG00000229563,LINC01204
ENSG00000261524,ABCB10P3
ENSG00000165694,FRMD7
ENSG00000115507,OTX1
ENSG00000186369,SERTAD4BP
ENSG00000178222,RNF212
ENSG00000205500,MAPRE3-AS1
ENSG00000261183,SPINT1-AS1
ENSG00000163286,ALPG
ENSG00000130176,CNN1
ENSG00000162722,TRIM58
ENSG00000231764,DLX6-AS1
ENSG00000144285,SCN1A
ENSG00000231252,LOC101926964
ENSG00000060709,RIMBP2
ENSG00000156463,SH3RF2
ENSG00000133124,IRS4
ENSG00000090382,LYZ
ENSG00000173641,HSPB7
ENSG00000169245,CXCL10
ENSG00000187867,PALM3
ENSG00000164220,F2RL2
ENSG00000162873,KLHDC8A
ENSG00000176920,FUT2
ENSG00000164418,GRIK2
ENSG00000224715,LOC339685
ENSG00000177369,FLJ40194
ENSG00000165495,PKNOX2
ENSG00000006377,DLX6
ENSG00000137860,SLC28A2
ENSG00000178965,ERICH3
ENSG00000166743,ACSM1
ENSG00000169436,COL22A1
ENSG00000006555,TTC22
ENSG00000212122,TSSK1B
ENSG00000274276,LOC102724560
ENSG00000180673,EXOC5P1
ENSG00000181433,SAGE1
ENSG00000235268,KDM4E
ENSG00000162592,CCDC27
ENSG00000196811,CHRNG
ENSG00000100884,CPNE6
ENSG00000215475,SIAH3
ENSG00000275688,CCL15-CCL14
ENSG00000240563,L1TD1
ENSG00000225342,LINC01779
ENSG00000115339,GALNT3
ENSG00000054938,CHRDL2
ENSG00000198739,LRRTM3
ENSG00000165471,MBL2
ENSG00000259357,CERS2-AS1
ENSG00000233086,LNCARSR
ENSG00000108342,CSF3
ENSG00000166143,PPP1R14D
ENSG00000271820,LOC285804
ENSG00000213512,GBP7
ENSG00000187715,KBTBD12
ENSG00000101049,SGK2
ENSG00000203914,HSP90B3P
ENSG00000251632,LINC02172
ENSG00000162493,PDPN
ENSG00000132429,POPDC3
ENSG00000268606,MAGEA2
ENSG00000231683,KILH
ENSG00000260278,BMP2K-DT
ENSG00000154162,CDH12
ENSG00000133116,KL
ENSG00000267253,WHSC1L2P
ENSG00000137868,STRA6
ENSG00000197261,C6orf141
ENSG00000070193,FGF10
ENSG00000092345,DAZL
ENSG00000036473,OTC
ENSG00000165794,SLC39A2
ENSG00000185664,PMEL
ENSG00000240890,G2E3P1
ENSG00000250733,C8orf17
ENSG00000204832,ST8SIA6-AS1
ENSG00000130700,GATA5
ENSG00000251513,LIX1-AS1
ENSG00000173114,LRRN3
ENSG00000279891,FLJ42393
ENSG00000130182,ZSCAN10
ENSG00000184672,RALYL
ENSG00000100433,KCNK10
ENSG00000135063,ENTREP1
ENSG00000147234,FRMPD3
ENSG00000161896,IP6K3
ENSG00000114646,CSPG5
ENSG00000181215,C4orf50
ENSG00000198077,CYP2A7
ENSG00000228753,EIF4BP2
ENSG00000174672,BRSK2
ENSG00000174145,NWD2
ENSG00000230005,SNAP47-AS1
ENSG00000101057,MYBL2
ENSG00000223486,LINC03053
ENSG00000188573,FBLL1
ENSG00000181092,ADIPOQ
ENSG00000108309,RUNDC3A
ENSG00000260596,DUX4
ENSG00000226746,SMCR5
ENSG00000112280,COL9A1
ENSG00000163218,PGLYRP4
ENSG00000082175,PGR
ENSG00000127083,OMD
ENSG00000181085,MAPK15
ENSG00000198075,SULT1C4
ENSG00000187726,DNAJB13
ENSG00000105131,EPHX3
ENSG00000163792,TCF23
ENSG00000235295,LINC01634
ENSG00000114854,TNNC1
ENSG00000198944,SOWAHA
ENSG00000231419,LINC00689
ENSG00000177238,TRIM72
ENSG00000160181,TFF2
ENSG00000228262,LINC01317
ENSG00000178828,RNF186
ENSG00000274576,IGHV2-70
ENSG00000151475,SLC25A31
ENSG00000130643,CALY
ENSG00000124260,MAGEA10
ENSG00000075035,WSCD2
ENSG00000180438,TPRXL
ENSG00000228882,CICP9
ENSG00000196593,ANKRD20A19P
ENSG00000168594,ADAM29
ENSG00000226435,ANKRD18DP
ENSG00000171819,ANGPTL7
ENSG00000177359,OVOS2P
ENSG00000248827,LOC345576
ENSG00000236334,PPIAL4G
ENSG00000153303,FRMD1
ENSG00000278961,LOC107983987
ENSG00000243627,SMIM34
ENSG00000131002,TXLNGY
ENSG00000122548,KIAA0087
ENSG00000083067,TRPM3
ENSG00000172568,FNDC9
ENSG00000243649,CFB
ENSG00000183760,ACP7
ENSG00000140284,SLC27A2
ENSG00000232803,SLCO4A1-AS1
ENSG00000101842,VSIG1
ENSG00000112379,ARFGEF3
ENSG00000157119,KLHL40
ENSG00000182674,KCNB2
ENSG00000183783,KCTD8
ENSG00000133067,LGR6
ENSG00000132972,RNF17
ENSG00000011465,DCN
ENSG00000100167,SEPTIN3
ENSG00000147655,RSPO2
ENSG00000266524,GDF10
ENSG00000166825,ANPEP
ENSG00000047662,FAM184B
ENSG00000259335,HNRNPMP1
ENSG00000146411,SLC2A12
ENSG00000204866,IGFL2
ENSG00000183117,CSMD1
ENSG00000123454,DBH
ENSG00000112232,KHDRBS2
ENSG00000154654,NCAM2
ENSG00000119946,CNNM1
ENSG00000131203,IDO1
ENSG00000229921,KIF25-AS1
ENSG00000166509,CLEC3A
ENSG00000168928,CTRB2
ENSG00000249035,CLMAT3
ENSG00000204983,PRSS1
ENSG00000219294,PIP5K1P1
ENSG00000102104,RS1
ENSG00000105641,SLC5A5
ENSG00000232117,LINC00384
ENSG00000166819,PLIN1
ENSG00000267467,APOC4
ENSG00000260266,PPIAP46
ENSG00000078114,NEBL
ENSG00000013293,SLC7A14
ENSG00000184731,FAM110C
ENSG00000234394,LINC03025
ENSG00000139055,ERP27
ENSG00000170382,LRRN2
ENSG00000265203,RBP3
ENSG00000261758,STAG1-DT
ENSG00000091137,SLC26A4
ENSG00000078328,RBFOX1
ENSG00000154478,GPR26
ENSG00000111218,PRMT8
ENSG00000021300,PLEKHB1
ENSG00000122133,PAEP
ENSG00000105989,WNT2
ENSG00000178750,STX19
ENSG00000125730,C3
ENSG00000186766,FOXI2
ENSG00000136531,SCN2A
ENSG00000256849,TCP1P3
ENSG00000121075,TBX4
ENSG00000103355,PRSS33
ENSG00000145626,UGT3A1
ENSG00000253519,LOC124901121
ENSG00000039987,BEST2
ENSG00000262966,LOC101928266
ENSG00000232724,TRIM80P
ENSG00000257539,HSPA8P14
ENSG00000185101,ANO9
ENSG00000108511,HOXB6
ENSG00000131650,KREMEN2
ENSG00000261617,LINC02177
ENSG00000180875,GREM2
ENSG00000259660,DNM1P47
ENSG00000130675,MNX1
ENSG00000151322,NPAS3
ENSG00000178722,LINC03122
ENSG00000007350,TKTL1
ENSG00000170381,SEMA3E
ENSG00000187690,EZHIP
ENSG00000180318,ALX1
ENSG00000254440,PBOV1
ENSG00000050767,COL23A1
ENSG00000130612,CYP2G1P
ENSG00000224628,CDK5RAP3P1
ENSG00000196376,SLC35F1
ENSG00000179542,SLITRK4
ENSG00000020219,CCT8L1P
ENSG00000075340,ADD2
ENSG00000016490,CLCA1
ENSG00000123407,HOXC12
ENSG00000124920,MYRF
ENSG00000184908,CLCNKB
ENSG00000227036,LINC00511
ENSG00000259293,LIPC-AS1
ENSG00000130477,UNC13A
ENSG00000273706,LHX1
ENSG00000250444,CCT5P1
ENSG00000138772,ANXA3
ENSG00000231013,SCTR-AS1
ENSG00000140600,SH3GL3
ENSG00000133055,MYBPH
ENSG00000250420,AACSP1
ENSG00000248738,PEBP4-AS1
ENSG00000224794,LOC124905119
ENSG00000128591,FLNC
ENSG00000090512,FETUB
ENSG00000237166,LINC01792
ENSG00000176092,CRYBG2
ENSG00000133742,CA1
ENSG00000235376,RPEL1
ENSG00000259144,RANBP20P
ENSG00000218416,GPC1-AS1
ENSG00000109061,MYH1
ENSG00000234155,LINC02535
ENSG00000269791,SSX4B
ENSG00000272549,LINC02538
ENSG00000070886,EPHA8
ENSG00000243069,ARHGEF26-AS1
ENSG00000145832,SLC25A48
ENSG00000111341,MGP
ENSG00000163377,TAFA4
ENSG00000100078,PLA2G3
ENSG00000177047,IFNW1
ENSG00000167676,PLIN4
ENSG00000234944,LINC02623
ENSG00000174016,TENT5D
ENSG00000080293,SCTR
ENSG00000145287,PLAC8
ENSG00000281406,BLACAT1
ENSG00000225017,LOC100420057
ENSG00000272381,LINC02664
ENSG00000103044,HAS3
ENSG00000214424,FAM149B1P1
ENSG00000100290,BIK
ENSG00000171815,PCDHB1
ENSG00000179253,CDH4-AS2
ENSG00000119411,BSPRY
ENSG00000112378,PERP
ENSG00000064195,DLX3
ENSG00000130413,STK33
ENSG00000204653,ASPDH
ENSG00000259129,LINC00648
ENSG00000258947,TUBB3
ENSG00000023839,ABCC2
ENSG00000234715,SLC26A5-AS1
ENSG00000247624,CPEB2-DT
ENSG00000232216,IGHV3-43
ENSG00000249917,LINC00536
ENSG00000188833,ENTPD8
ENSG00000229859,PGA3
ENSG00000119547,ONECUT2
ENSG00000152192,POU4F1
ENSG00000242048,PRKAG2-AS2
ENSG00000101349,PAK5
ENSG00000163734,CXCL3
ENSG00000125726,CD70
ENSG00000142494,SLC47A1
ENSG00000169181,GSG1L
ENSG00000143768,LEFTY2
ENSG00000101204,CHRNA4
ENSG00000278131,OTOP1P1
ENSG00000148848,ADAM12
ENSG00000148488,ST8SIA6
ENSG00000203805,PLPP4
ENSG00000255545,B3GAT1-DT
ENSG00000244040,IL12A-AS1
ENSG00000121380,BCL2L14
ENSG00000204624,DISP3
ENSG00000197322,TMEM132E-DT
ENSG00000105675,ATP4A
ENSG00000180537,RNF182
ENSG00000166736,HTR3A
ENSG00000125848,FLRT3
ENSG00000172867,KRT2
ENSG00000250056,LINC01018
ENSG00000016082,ISL1
ENSG00000155918,RAET1L
ENSG00000224236,MRRFP1
ENSG00000102243,VGLL1
ENSG00000108381,ASPA
ENSG00000070729,CNGB1
ENSG00000126856,PRDM7
ENSG00000164398,ACSL6
ENSG00000117707,PROX1
ENSG00000100362,PVALB
ENSG00000267909,CCDC177
ENSG00000070808,CAMK2A
ENSG00000163221,S100A12
ENSG00000132975,GPR12
ENSG00000204025,TRPC5OS
ENSG00000238247,RDXP3
ENSG00000114757,PEX5L
ENSG00000250746,LOC100288073
ENSG00000183421,RIPK4
ENSG00000167619,TMEM145
ENSG00000104237,RP1
ENSG00000165863,SPMIP5
ENSG00000130720,FIBCD1
ENSG00000188582,PAQR9
ENSG00000205100,HSP90AA4P
ENSG00000104879,CKM
ENSG00000179520,SLC17A8
ENSG00000246774,COL25A1-DT
ENSG00000065371,ROPN1
ENSG00000165061,ZMAT4
ENSG00000250290,NCAPGP1
ENSG00000141052,MYOCD
ENSG00000089250,NOS1
ENSG00000151572,ANO4
ENSG00000153923,CLCA3P
ENSG00000249601,LINC01187
ENSG00000269416,LINC01224
ENSG00000223518,CSNK1A1P1
ENSG00000236366,LOC153910
ENSG00000249934,NCOA4P2
ENSG00000214897,PNMA6E
ENSG00000138622,HCN4
ENSG00000053747,LAMA3
ENSG00000255474,GAU1
ENSG00000169218,RSPO1
ENSG00000167608,TMC4
ENSG00000172497,ACOT12
ENSG00000115592,PRKAG3
ENSG00000196208,GREB1
ENSG00000215196,BASP1-AS1
ENSG00000152670,DDX4
ENSG00000280693,SH3PXD2A-AS1
ENSG00000253125,EGR3-AS1
ENSG00000186462,NAP1L2
ENSG00000178171,AMER3
ENSG00000255693,LINC02389
ENSG00000233009,NALCN-AS1
ENSG00000205231,TTLL10-AS1
ENSG00000168004,PLAAT5
ENSG00000213412,HNRNPA1P33
ENSG00000235095,GPCPD1P1
ENSG00000183034,OTOP2
ENSG00000135324,MRAP2
ENSG00000205835,GMNC
ENSG00000140835,CHST4
ENSG00000125850,OVOL2
ENSG00000198796,ALPK2
ENSG00000128683,GAD1
ENSG00000174564,IL20RB
ENSG00000198610,AKR1C4
ENSG00000170374,SP7
ENSG00000246350,ZBED9-AS1
ENSG00000236197,PPP1R9A-AS1
ENSG00000149575,SCN2B
ENSG00000174776,WDR49
ENSG00000115718,PROC
ENSG00000142698,C1orf94
ENSG00000230666,CEACAM22P
ENSG00000075223,SEMA3C
ENSG00000174279,EVX2
ENSG00000150551,LYPD1
ENSG00000232903,LINC01166
ENSG00000154027,AK5
ENSG00000106536,POU6F2
ENSG00000205414,NKD1-AS1
ENSG00000145536,ADAMTS16
ENSG00000230873,STMND1
ENSG00000124134,KCNS1
ENSG00000204362,LINC02783
ENSG00000217929,SEPTIN14P6
ENSG00000187905,LRRC74B
ENSG00000068078,FGFR3
ENSG00000184613,NELL2
ENSG00000132677,RHBG
ENSG00000114270,COL7A1
ENSG00000108231,LGI1
ENSG00000224389,C4B
ENSG00000255794,RMST
ENSG00000240280,TCAM1P
ENSG00000230725,LOC284798
ENSG00000214145,LINC00887
ENSG00000227964,LINC01429
ENSG00000122824,NUDT10
ENSG00000261595,PPM1J-DT
ENSG00000237125,HAND2-AS1
ENSG00000146276,GABRR1
ENSG00000184454,NCMAP
ENSG00000198768,APCDD1L
ENSG00000105376,ICAM5
ENSG00000229582,PBX3-DT
ENSG00000149926,TLCD3B
ENSG00000135116,HRK
ENSG00000230709,LINC03227
ENSG00000175065,DSG4
ENSG00000228016,RAPGEF4-AS1
ENSG00000169248,CXCL11
ENSG00000124493,GRM4
ENSG00000266278,LINC01910
ENSG00000188755,TBC1D3P2
ENSG00000211964,IGHV3-48
ENSG00000118160,SLC8A2
ENSG00000202538,RNU4-2
ENSG00000185056,C5orf47
ENSG00000127129,EDN2
ENSG00000124212,PTGIS
ENSG00000167889,MGAT5B
ENSG00000254401,LINC02752
ENSG00000275152,CCL16
ENSG00000110975,SYT10
ENSG00000257671,KRT7-AS
ENSG00000265533,DSEL-AS1
ENSG00000184385,UMODL1-AS1
ENSG00000173947,CIMAP3
ENSG00000261315,LARP4P
ENSG00000174576,NPAS4
ENSG00000178403,NEUROG2
ENSG00000134028,ADAMDEC1
ENSG00000268009,SSX4
ENSG00000138115,CYP2C8
ENSG00000107187,LHX3
ENSG00000088926,F11
ENSG00000103832,GOLGA8UP
ENSG00000165188,RNF183
ENSG00000166573,GALR1
ENSG00000094796,KRT31
ENSG00000137948,BRDT
ENSG00000249690,LRBA-AS1
ENSG00000279124,IGSF3P1
ENSG00000118733,OLFM3
ENSG00000269404,SPIB
ENSG00000135960,EDAR
ENSG00000168779,SHOX2
ENSG00000141314,RHBDL3
ENSG00000162494,LRRC38
ENSG00000229781,RRN3P4
ENSG00000186329,TMEM212
ENSG00000163884,KLF15
ENSG00000196990,FAM163B
ENSG00000231453,LINC01305
ENSG00000104044,OCA2
ENSG00000211935,IGHV1-3
ENSG00000260779,LOC101927410
ENSG00000167971,CASKIN1
ENSG00000136943,CTSV
ENSG00000186297,GABRA5
ENSG00000165323,FAT3
ENSG00000249896,JAKMIP1-DT
ENSG00000118113,MMP8
ENSG00000226235,LEMD1-AS1
ENSG00000249346,LINC01016
ENSG00000161649,CD300LG
ENSG00000249853,HS3ST5
ENSG00000177133,LOC124903827
ENSG00000233393,LOC105369306
ENSG00000226783,TLK1P1
ENSG00000233217,MROH3P
ENSG00000165066,NKX6-3
ENSG00000230023,LINC02800
ENSG00000120075,HOXB5
ENSG00000167711,SERPINF2
ENSG00000198523,PLN
ENSG00000186442,KRT3
ENSG00000102230,PCYT1B
ENSG00000082482,KCNK2
ENSG00000145794,MEGF10
ENSG00000213759,UGT2B11
ENSG00000251637,LINC02754
ENSG00000249328,LOC101927040
ENSG00000167034,NKX3-1
ENSG00000143340,FAM163A
ENSG00000164708,PGAM2
ENSG00000158816,VWA5B1
ENSG00000042781,USH2A
ENSG00000211652,IGLV7-43
ENSG00000109193,SULT1E1
ENSG00000164161,HHIP
ENSG00000084110,HAL
ENSG00000236229,VEZF1P1
ENSG00000236279,CLEC2L
ENSG00000185904,LINC00839
ENSG00000227339,THRAP3P1
ENSG00000179930,ZNF648
ENSG00000273079,GRIN2B
ENSG00000145681,HAPLN1
ENSG00000110680,CALCA
ENSG00000235597,LINC01102
ENSG00000137709,POU2F3
ENSG00000102313,ITIH6
ENSG00000107611,CUBN
ENSG00000188451,SRP72P2
ENSG00000115844,DLX2
ENSG00000187242,KRT12
ENSG00000175077,RTP1
ENSG00000172752,COL6A5
ENSG00000189367,KIAA0408
ENSG00000258754,LINC01579
ENSG00000181418,DDN
ENSG00000258501,EIF3LP1
ENSG00000178401,DNAJC22
ENSG00000164078,MST1R
ENSG00000111432,FZD10
ENSG00000178597,PSAPL1
ENSG00000165646,SLC18A2
ENSG00000130368,MAS1
ENSG00000169676,DRD5
ENSG00000204033,LRIT2
ENSG00000187889,FYB2
ENSG00000114547,ROPN1B
ENSG00000101489,CELF4
ENSG00000248483,POU5F2
ENSG00000175967,LINC02880
ENSG00000203730,TEDDM1
ENSG00000142675,CNKSR1
ENSG00000189056,RELN
ENSG00000276747,PADI6
ENSG00000176601,MAP3K19
ENSG00000223611,SUPT20HL2
ENSG00000124818,OPN5
ENSG00000052850,ALX4
ENSG00000184254,ALDH1A3
ENSG00000267659,LINC01482
ENSG00000196139,AKR1C3
ENSG00000257335,MGAM
ENSG00000229261,LOC101928994
ENSG00000197891,SLC22A12
ENSG00000165092,ALDH1A1
ENSG00000185615,PDIA2
ENSG00000243918,EIF4BP8
ENSG00000259495,ARNT2-DT
ENSG00000102678,FGF9
ENSG00000183196,CHST6
ENSG00000185760,KCNQ5
ENSG00000117148,ACTL8
ENSG00000134438,RAX
ENSG00000138675,FGF5
ENSG00000183629,GOLGA8G
ENSG00000185567,AHNAK2
ENSG00000180525,DIP2C-AS1
ENSG00000265480,KRT18P55
ENSG00000279484,KLHL30-AS1
ENSG00000105679,GAPDHS
ENSG00000171385,KCND3
ENSG00000115665,SLC5A7
ENSG00000198842,STYXL2
ENSG00000162761,LMX1A
ENSG00000118432,CNR1
ENSG00000176884,GRIN1
ENSG00000215612,HMX1
ENSG00000169427,KCNK9
ENSG00000183837,PNMA3
ENSG00000248360,LINC00504
ENSG00000266976,ERVE-5
ENSG00000166342,NETO1
ENSG00000215005,HSPD1P7
ENSG00000196109,ZNF676
ENSG00000175728,LINC02873
ENSG00000143552,NUP210L
ENSG00000243307,POM121L6P
ENSG00000187123,LYPD6
ENSG00000251497,PITPNM2-AS1
ENSG00000234568,BIN2P1
ENSG00000152595,MEPE
ENSG00000249695,IQSEC3-AS3
ENSG00000089225,TBX5
ENSG00000237949,LOC102724768
ENSG00000086159,AQP6
ENSG00000261336,EIF4BP5
ENSG00000242412,DBIL5P2
ENSG00000187950,OVCH1
ENSG00000101438,SLC32A1
ENSG00000182631,RXFP3
ENSG00000147041,SYTL5
ENSG00000270002,GRID1-AS2
ENSG00000214513,NOTO
ENSG00000232953,HSPA8P18
ENSG00000233503,HNRNPLP1
ENSG00000166741,NNMT
ENSG00000218305,CDC14C
ENSG00000259439,LINC01833
ENSG00000173250,GPR151
ENSG00000120149,MSX2
ENSG00000144230,GPR17
ENSG00000113196,HAND1
ENSG00000173124,ACSM6
ENSG00000004799,PDK4
ENSG00000151952,TMEM132D
ENSG00000196218,RYR1
ENSG00000123388,HOXC11
ENSG00000239880,RALBP1P1
ENSG00000206384,COL6A6
ENSG00000107954,NEURL1
ENSG00000185008,ROBO2
ENSG00000226828,LINC02774
ENSG00000110375,UPK2
ENSG00000231638,LUARIS
ENSG00000140505,CYP1A2
ENSG00000257198,SPATA31F2P
ENSG00000234754,LINC02817
ENSG00000138039,LHCGR
ENSG00000184828,ZBTB7C
ENSG00000260220,CCDC187
ENSG00000236963,LINC01141
ENSG00000229924,FAM90A26
ENSG00000263590,LINC02591
ENSG00000103154,NECAB2
ENSG00000177301,KCNA2
ENSG00000261557,EEF1A1P38
ENSG00000143355,LHX9
ENSG00000228590,MIR4432HG
ENSG00000092295,TGM1
ENSG00000188263,IL17REL
ENSG00000102794,ACOD1
ENSG00000276128,GXYLT1P5
ENSG00000218676,BRD7P4
ENSG00000273274,ZBTB8B
ENSG00000137252,HCRTR2
ENSG00000132185,FCRLA
ENSG00000226101,LINC02097
ENSG00000266527,LYRM9-AS1
ENSG00000106511,MEOX2
ENSG00000136457,CHAD
ENSG00000188729,OSTN
ENSG00000152580,IGSF10
ENSG00000104055,TGM5
ENSG00000163082,SGPP2
ENSG00000164692,COL1A2
ENSG00000198753,PLXNB3
ENSG00000152592,DMP1
ENSG00000117069,ST6GALNAC5
ENSG00000130558,OLFM1
ENSG00000027644,INSRR
ENSG00000224822,THRB-IT1
ENSG00000225988,LAMP5-AS1
ENSG00000177291,GJD4
ENSG00000124731,TREM1
ENSG00000102924,CBLN1
ENSG00000222038,POTEJ
ENSG00000186474,KLK12
ENSG00000177551,NHLH2
ENSG00000224057,EGFR-AS1
ENSG00000162267,ITIH3
ENSG00000259299,LOC100420707
ENSG00000248050,SYBU-AS1
ENSG00000118017,A4GNT
ENSG00000167916,KRT24
ENSG00000169306,IL1RAPL1
ENSG00000081985,IL12RB2
ENSG00000277200,CCDC92B
ENSG00000227403,LINC01806
ENSG00000138100,TRIM54
ENSG00000174403,CRMA
ENSG00000119283,TRIM67
ENSG00000249026,CTNNA1P1
ENSG00000070985,TRPM5
ENSG00000149403,GRIK4
ENSG00000182255,KCNA4
ENSG00000268066,FMR1-AS1
ENSG00000173627,APOBEC4
ENSG00000258702,LOC105370645
ENSG00000156475,PPP2R2B
ENSG00000004776,HSPB6
ENSG00000176029,C11orf16
ENSG00000258334,TROAP-AS1
ENSG00000117501,MROH9
ENSG00000180347,ITPRID1
ENSG00000254449,SF3A3P2
ENSG00000110777,POU2AF1
ENSG00000205038,PKHD1L1
ENSG00000232079,LINC01697
ENSG00000105427,CNFN
ENSG00000231106,LINC01436
ENSG00000277301,LOC101929698
ENSG00000169836,TACR3
ENSG00000139515,PDX1
ENSG00000203995,ZYG11A
ENSG00000278873,PRO1804
ENSG00000165643,SOHLH1
ENSG00000204361,NXPE2
ENSG00000234224,TMEM229A
ENSG00000233388,TRMT112P8
ENSG00000260599,LOC101929124
ENSG00000197587,DMBX1
ENSG00000229887,HNRNPA1P6
ENSG00000157992,KRTCAP3
ENSG00000182077,PTCHD3
ENSG00000101958,GLRA2
ENSG00000186335,SLC36A2
ENSG00000243766,HOTTIP
ENSG00000229456,RLIMP1
ENSG00000226806,LCT-AS1
ENSG00000164411,GJB7
ENSG00000223963,THAP12P8
ENSG00000249395,CASC9
ENSG00000246022,ALDH1L1-AS2
ENSG00000171877,FRMD5
ENSG00000256356,HSPA8P5
ENSG00000244734,HBB
ENSG00000139973,SYT16
ENSG00000183798,EMILIN3
ENSG00000269437,NXF2B
ENSG00000156564,LRFN2
ENSG00000184999,SLC22A10
ENSG00000149328,GLB1L2
ENSG00000168453,HR
ENSG00000172461,FUT9
ENSG00000104783,KCNN4
ENSG00000168952,STXBP6
ENSG00000126259,KIRREL2
ENSG00000003989,SLC7A2
ENSG00000243319,FGF14-IT1
ENSG00000206579,XKR4
ENSG00000224773,HSPA8P7
ENSG00000170775,GPR37
ENSG00000231290,APCDD1L-DT
ENSG00000043591,ADRB1
ENSG00000185915,KLHL34
ENSG00000270499,MKI67P1
ENSG00000231560,CLEC12A-AS1
